"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.performer.actor","MedicationDispense.performer.actor","","","",1,1,"Y","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson]]}
","Individual who was performing","The device, practitioner, etc. who performed the action.  It should be assumed that the actor is the dispenser of the medication.","","","","","","","","","",,,,,"",,,,"MedicationDispense.performer.actor",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.location","MedicationDispense.location","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}
","Where the dispense occurred","The principal physical location where the dispense was performed.","","","","","","","","","",,,,,"",,,,"MedicationDispense.location",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.authorizingPrescription","MedicationDispense.authorizingPrescription","","","",1,*,"Y","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/MedicationRequest]]}
","Medication order that authorizes the dispense","Indicates the medication order that is being dispensed against.","Maps to basedOn in Event logical model.","","","","","","","","",,,,,"",,,,"MedicationDispense.authorizingPrescription",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.type","MedicationDispense.type","","","",1,1,"Y","","","CodeableConcept {[]} {[]}
","Trial fill, partial fill, emergency fill, etc.","Indicates the type of dispensing event that is performed. For example, Trial Fill, Completion of Trial, Partial Fill, Emergency Fill, Samples, etc.","","","","","","","","","",,"example","Indicates the type of dispensing event that is performed. For example, Trial Fill, Completion of Trial, Partial Fill, Emergency Fill, Samples, etc.","http://terminology.hl7.org/ValueSet/v3-ActPharmacySupplyType","",,,,"MedicationDispense.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.quantity","MedicationDispense.quantity","","","",1,1,"Y","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Amount dispensed","The amount of medication that has been dispensed. Includes unit of measure.","","","","","","","","","",,,,,"",,,,"MedicationDispense.quantity",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.daysSupply","MedicationDispense.daysSupply","","","",1,1,"Y","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Amount of medication expressed as a timing amount","The amount of medication expressed as a timing amount.","","","","","","","","","",,,,,"",,,,"MedicationDispense.daysSupply",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.whenPrepared","MedicationDispense.whenPrepared","","","",0,1,"","","Y","dateTime {[]} {[]}
","When product was packaged and reviewed","The time when the dispensed product was packaged and reviewed.","","","","","","","","","",,,,,"",,,,"MedicationDispense.whenPrepared",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.whenHandedOver","MedicationDispense.whenHandedOver","","","",1,1,"Y","","","dateTime {[]} {[]}
","When product was given out","The time the dispensed product was provided to the patient or their representative.","","","","","","","","","",,,,,"",,,,"MedicationDispense.whenHandedOver",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.destination","MedicationDispense.destination","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}
","Where the medication was sent","Identification of the facility/location where the medication was shipped to, as part of the dispense event.","","","","","","","","","",,,,,"",,,,"MedicationDispense.destination",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.receiver","MedicationDispense.receiver","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner]]}
","Who collected the medication","Identifies the person who picked up the medication.  This will usually be a patient or their caregiver, but some cases exist where it can be a healthcare professional.","","","","","","","","","",,,,,"",,,,"MedicationDispense.receiver",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.note","MedicationDispense.note","","","",0,*,"","","","Annotation {[]} {[]}
","Information about the dispense","Extra information about the dispense that could not be conveyed in the other attributes.","","","","","","","","","",,,,,"",,,,"MedicationDispense.note",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction","MedicationDispense.dosageInstruction","","","",1,*,"Y","","","Dosage {[]} {[]}
","應該如何用藥","表明病人的用藥方式","在一些例子中，藥品處方可包括口服劑量或靜脈注射或肌肉注射劑量的選擇。例如：「昂丹司瓊（Ondansetron）8毫克口服或靜脈注射，每天兩次，治療噁心」或 「康帕辛® （Compazine®）【丙氯拉嗪（prochlorperazine）】5-10毫克口服（PO）或25毫克經直腸給藥（PR） 每天早、晚（飯後）1次（bid） 需要時使用（prn）噁心或嘔吐 」。在這些情況下，這兩個醫令的建立可歸為一組藥品醫令，基於病人在需要用藥時的情況決定使用哪種劑量和給藥途徑。","","","","","","","","",,,,,"",,,,"MedicationDispense.dosageInstruction",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.id","MedicationDispense.dosageInstruction.id","","","",0,1,"","","","string {[]} {[]}
","唯一可識別ID，以供資料項目間相互參照。","resource中資料項目的唯一ID（用於內部參照）。這可以是任何不含空格的字串。","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.extension","MedicationDispense.dosageInstruction.extension","","","",0,*,"","","","Extension {[]} {[]}
","擴充的資料項目","可用於表示不屬於此資料項目基本定義的附加資訊。為了擴充的使用安全和可管理，對擴充的定義和使用有一套嚴格的管理。儘管任何實作者都可以定義一個擴充，但作為擴充定義的一部分，有一套要求 **必須（SHALL）** 滿足。","無論使用或定義擴充的機構或管轄區，任何應用程式、專案或標準使用擴充都不背負任何汙名（stigma）。使用擴充是允許FHIR規範為每個人保留一個核心的簡易性。","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.modifierExtension","MedicationDispense.dosageInstruction.modifierExtension","","","",0,*,"","Y","Y","Extension {[]} {[]}
","此擴充的資料項目可能會完全修正或改變其他資料項目的意涵，需特別留意。","可以用來表示不屬於資料項目的基本定義的附加資訊，並且修改對它所內嵌（contained）的資料項目的理解和（或）對包含資料項目之後續使用的理解。通常，修飾用的資料項目提供否定或限定。為了使擴充的使用安全和可管理，對擴充的定義和使用有一套嚴格的管理。儘管任何實作者都可以定義一個擴充，但作為擴充定義的一部分，有一套要求 **必須（SHALL）** 滿足。處理resource的應用程式被要求檢查修飾用的擴充資料項目。 
 修飾用的擴充資料項目 **必須沒有（SHALL NOT）** 改變resource或DomainResource上任何資料項目的含義（包括不能改變modifierExtension本身的含義）。","無論使用或定義擴充的機構或管轄區，任何應用程式、專案或標準使用擴充都不背負任何汙名（stigma）。使用擴充是允許FHIR規範為每個人保留一個核心的簡易性。","修飾用的資料項目擴充將不能安全地忽略的擴充與絕大多數可以安全地忽略的擴充明確區分開來。透過消除禁止實作者擴充存在的需求來促進可互通性。更多訊息，請參見[修飾用的資料項目擴充之定義](http://hl7.org/fhir/R4/extensibility.html#modifierExtension)。","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.sequence","MedicationDispense.dosageInstruction.sequence","","","",0,1,"","","Y","integer {[]} {[]}
","劑量指示的順序","表明使用或解釋劑量指示的順序","","如果多個劑量的序號是相同的，那麼就意味著這些指示將被視為同時進行。如果序號不同，那麼這些劑量將是依續使用。","","","","","","","",,,,,"",,,,"Dosage.sequence",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.text","MedicationDispense.dosageInstruction.text","","","",0,1,"Y","","Y","string {[]} {[]}
","純文字表述的劑量指示，例如：SIG。","純文字表述的劑量指示，例如：SIG。","","純文字表述劑量指示可用於說明太複雜而無法編碼的案例。此屬性的內容不包括藥品的名稱或描述。當有已編碼的指示，純文字表述說明可能仍然存在，以顯示給服用藥品或給藥的人。文字指示預計將始終被填入。如果dosage.timing屬性也被填入，那麼dosage.text應該反映與timing相同的資訊。關於給藥或準備藥品的附加資訊應作為文字包括在內。","","","","","","","",,,,,"",,,,"Dosage.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.additionalInstruction","MedicationDispense.dosageInstruction.additionalInstruction","","","",0,*,"","","","CodeableConcept {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/CodeableConcept-tw]]} {[]}
","對病人的補充指示或警告－例如：「隨餐服用」，「可能引起嗜睡」","向病人提供關於如何服藥的補充指示（例如 「隨餐服用」或「在進食前半小時服用」）或給病人的藥品警告（例如「可能導致嗜睡 」或「避免皮膚暴露於陽光直射或人工強光燈（日曬用）下」）。","應在dosage.text中填入關於用藥或準備藥品的資訊（例如： 「盡可能快地透過腹膜內口輸液」或 「在用 x 藥後立即服用」）。","附加指示是要編碼的，但在沒有編碼的情況下，此資料項目可以包括文字。例如，「用大量的水吞咽」，這可能編碼也可能不編碼。","","","","","","","",,"example","一個編碼的概念，確定額外的指示，如「與水一起服用」或「避免操作重型機器」；可參考SNOMEDCTAdditionalDosageInstructions代碼表，但此代碼表只是針對這個欄位的一個可能值的示例，不預期也不鼓勵使用者一定要使用此代碼表的代碼。","http://hl7.org/fhir/ValueSet/additional-instruction-codes","",,,,"Dosage.additionalInstruction",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.patientInstruction","MedicationDispense.dosageInstruction.patientInstruction","","","",0,1,"","","Y","string {[]} {[]}
","以病人或消費者為導向的指示","用病人或消費者能理解的術語提供指示","","","","","","","","","",,,,,"",,,,"Dosage.patientInstruction",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing","MedicationDispense.dosageInstruction.timing","","","",1,1,"Y","","Y","Timing {[]} {[]}
","應該何時給藥；時間的寫法請參照Timimg datatype。","應該何時給藥","這個屬性可能並不總是被填入，而Dosage.text預計會被填入。如果兩者都被填入，那麼Dosage.text應反映Dosage.timing的內容。","病人用藥的時間安排。這種data type允許許多不同的表達方式。例如：「每8小時一次」；「一天三次」；「從2011年12月23日開始的10天裡，早餐前半小時」；「2013年10月15日、2013年10月17日和2013年11月1日」。有時，當率值（rate）為總容量／期間，其「期間」意指（例如：500mL／2小時）之持續期間為2小時。但當率值非意指「持續期間」時（例如：250mL／小時），則需要timing.repeat.duration來表達輸液的時間區間。","","","","","","","",,,,,"",,,,"Dosage.timing",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.id","MedicationDispense.dosageInstruction.timing.id","","","",0,1,"","","","string {[]} {[]}
","唯一可識別ID，以供資料項目間相互參照。","resource中資料項目的唯一ID（用於內部參照）。這可以是任何不含空格的字串。","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.extension","MedicationDispense.dosageInstruction.timing.extension","","","",0,*,"","","","Extension {[]} {[]}
","擴充的資料項目","可用於表示不屬於此資料項目基本定義的附加資訊。為了擴充的使用安全和可管理，對擴充的定義和使用有一套嚴格的管理。儘管任何實作者都可以定義一個擴充，但作為擴充定義的一部分，有一套要求 **必須（SHALL）** 滿足。","無論使用或定義擴充的機構或管轄區，任何應用程式、專案或標準使用擴充都不背負任何汙名（stigma）。使用擴充是允許FHIR規範為每個人保留一個核心的簡易性。","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.modifierExtension","MedicationDispense.dosageInstruction.timing.modifierExtension","","","",0,*,"","Y","Y","Extension {[]} {[]}
","此擴充的資料項目可能會完全修正或改變其他資料項目的意涵，需特別留意。","可以用來表示不屬於資料項目的基本定義的附加資訊，並且修改對它所內嵌（contained）的資料項目的理解和（或）對包含資料項目之後續使用的理解。通常，修飾用的資料項目提供否定或限定。為了使擴充的使用安全和可管理，對擴充的定義和使用有一套嚴格的管理。儘管任何實作者都可以定義一個擴充，但作為擴充定義的一部分，有一套要求 **必須（SHALL）** 滿足。處理resource的應用程式被要求檢查修飾用的擴充資料項目。 
 修飾用的擴充資料項目 **必須沒有（SHALL NOT）** 改變resource或DomainResource上任何資料項目的含義（包括不能改變modifierExtension本身的含義）。","無論使用或定義擴充的機構或管轄區，任何應用程式、專案或標準使用擴充都不背負任何汙名（stigma）。使用擴充是允許FHIR規範為每個人保留一個核心的簡易性。","修飾用的資料項目擴充將不能安全地忽略的擴充與絕大多數可以安全地忽略的擴充明確區分開來。透過消除禁止實作者擴充存在的需求來促進可互通性。更多訊息，請參見[修飾用的資料項目擴充之定義](http://hl7.org/fhir/R4/extensibility.html#modifierExtension)。","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.event","MedicationDispense.dosageInstruction.timing.event","","","",0,*,"","","Y","dateTime {[]} {[]}
","事件發生的時間","指明事件發生的特定時間","","例如：在一份用藥記錄中，你需要把一個一般的規範變成一個精確的規範。","","","","","","","",,,,,"",,,,"Timing.event",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat","MedicationDispense.dosageInstruction.timing.repeat","","","",0,1,"","","Y","Element {[]} {[]}
","事件定期重複發生的時間","一組描述事件何時被安排的規則","","定期重複的時間安排","","","","","","","",,,,,"",,,,"Timing.repeat",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
tim-1:if there's a duration, there needs to be duration units {duration.empty() or durationUnit.exists()}tim-2:if there's a period, there needs to be period units {period.empty() or periodUnit.exists()}tim-4:duration SHALL be a non-negative value {duration.exists() implies duration >= 0}tim-5:period SHALL be a non-negative value {period.exists() implies period >= 0}tim-6:If there's a periodMax, there must be a period {periodMax.empty() or period.exists()}tim-7:If there's a durationMax, there must be a duration {durationMax.empty() or duration.exists()}tim-8:If there's a countMax, there must be a count {countMax.empty() or count.exists()}tim-9:If there's an offset, there must be a when (and not C, CM, CD, CV) {offset.empty() or (when.exists() and ((when in ('C' | 'CM' | 'CD' | 'CV')).not()))}tim-10:If there's a timeOfDay, there cannot be a when, or vice versa {timeOfDay.empty() or when.empty()}"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.id","MedicationDispense.dosageInstruction.timing.repeat.id","","","",0,1,"","","","string {[]} {[]}
","唯一可識別ID，以供資料項目間相互參照。","resource中資料項目的唯一ID（用於內部參照）。這可以是任何不含空格的字串。","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.extension","MedicationDispense.dosageInstruction.timing.repeat.extension","","","",0,*,"","","","Extension {[]} {[]}
","擴充的資料項目","可用於表示不屬於此資料項目基本定義的附加資訊。為了擴充的使用安全和可管理，對擴充的定義和使用有一套嚴格的管理。儘管任何實作者都可以定義一個擴充，但作為擴充定義的一部分，有一套要求 **必須（SHALL）** 滿足。","無論使用或定義擴充的機構或管轄區，任何應用程式、專案或標準使用擴充都不背負任何汙名（stigma）。使用擴充是允許FHIR規範為每個人保留一個核心的簡易性。","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.bounds[x]","MedicationDispense.dosageInstruction.timing.repeat.bounds[x]","","","",0,1,"","","Y","Duration {[]} {[]}
Range {[]} {[]}Period {[]} {[]}","時間或期間長度／長度範圍，或（開始和／或結束）限制","時間長度或可能的時間長度範圍，或開始和／或結束時間。","","","","","","","","","",,,,,"",,,,"Timing.repeat.bounds[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.count","MedicationDispense.dosageInstruction.timing.repeat.count","","","",0,1,"","","Y","positiveInt {[]} {[]}
","重複的次數","在整個持續期間內，期望重複的總次數。如果countMax這個資料項目存在，此count資料項目表示允許次數範圍的下限。","如果你同時擁有bounds和count這兩個資料項目，那麼這應該被理解為在bounds期間，發生count的次數。","重複次數可透過設定結束時間或總發生次數作限制","","","","","","","",,,,,"",,,,"Timing.repeat.count",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.countMax","MedicationDispense.dosageInstruction.timing.repeat.countMax","","","",0,1,"","","Y","positiveInt {[]} {[]}
","重複的最大次數","如果countMax存在，表示count是一個範圍，如此可在［count］和［countMax］之間的重複次數執行動作。","","","","","","","","","",,,,,"",,,,"Timing.repeat.countMax",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.duration","MedicationDispense.dosageInstruction.timing.repeat.duration","","","",0,1,"","","Y","decimal {[]} {[]}
","此事件持續多久時間","這件事發生的時候會持續多久時間。如果durationMax這個資料項目存在，則此duration資料項目表示持續時間的允許範圍之下限。","對於一些事件，持續時間是事件定義的一部分（例如：靜脈輸液，持續時間隱含於特定輸液量及速度）。對於其他事件，它是時間規範的一部分（例如：運動持續時間）。","有些活動不是立即發生，需要維持一段時間。","","","","","","","",,,,,"",,,,"Timing.repeat.duration",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.durationMax","MedicationDispense.dosageInstruction.timing.repeat.durationMax","","","",0,1,"","","Y","decimal {[]} {[]}
","此事件持續多久時間 （最長時間／最大值）","如果durationMax這個資料項目存在，表示duration資料項目是一個範圍的下限 — 所以要在［duration］和［durationMax］之間執行此活動。","對於一些事件，持續時間是事件定義的一部分（例如：靜脈輸液，持續時間隱含於特定輸液量及速度）。對於其他事件，它是時間規範的一部分（例如：運動持續時間）。","有些活動不是立即發生，需要維持一段時間。","","","","","","","",,,,,"",,,,"Timing.repeat.durationMax",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.durationUnit","MedicationDispense.dosageInstruction.timing.repeat.durationUnit","","","",0,1,"","","Y","code {[]} {[]}
","s ｜ min ｜ h ｜ d ｜ wk ｜ mo ｜ a - 單位時間 （unit of time，UCUM）","持續時間的單位，以UCUM為單位。","","","","","","","","","",,"required","時間的單位（單位來自UCUM）；應填入UnitsOfTime代碼表中的其中一個代碼","http://hl7.org/fhir/ValueSet/units-of-time|4.0.1","",,,,"Timing.repeat.durationUnit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.frequency","MedicationDispense.dosageInstruction.timing.repeat.frequency","","","",0,1,"","","Y","positiveInt {[]} {[]}
","此事件於每一期間的發生頻率","在特定期間內重複動作的次數。如果frequencyMax存在，此frequency資料項目表示頻率的允許範圍的下限。","","","","If no frequency is stated, the assumption is that the event occurs once per period, but systems SHOULD always be specific about this","","","","","",,,,,"",,,,"Timing.repeat.frequency",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.frequencyMax","MedicationDispense.dosageInstruction.timing.repeat.frequencyMax","","","",0,1,"","","Y","positiveInt {[]} {[]}
","此事件於每一期間的最大發生頻率","如果frequencyMax存在，frequency資料項目表示頻率範圍的下限 – 所以要在［frequency］和［frequencyMax］之間重複執行此活動。","","","","","","","","","",,,,,"",,,,"Timing.repeat.frequencyMax",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.period","MedicationDispense.dosageInstruction.timing.repeat.period","","","",0,1,"","","Y","decimal {[]} {[]}
","此事件於特定時間區間所發生的頻率","表示重複發生的時間區間；例如：為了表示「每天3次」，3次是頻率（frequency），1天是週期（period）。如果存在periodMax資料項目，此period資料項目表示時間區間長度的允許範圍的下限。","","","","","","","","","",,,,,"",,,,"Timing.repeat.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.periodMax","MedicationDispense.dosageInstruction.timing.repeat.periodMax","","","",0,1,"","","Y","decimal {[]} {[]}
","時間區間的上限（3-4小時）","如果periodMax存在，表示時間區間是一個從［period］到［periodMax］的範圍，允許表達像是「每3至5天一次」的概念。","","","","","","","","","",,,,,"",,,,"Timing.repeat.periodMax",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.periodUnit","MedicationDispense.dosageInstruction.timing.repeat.periodUnit","","","",0,1,"","","Y","code {[]} {[]}
","s ｜ min ｜ h ｜ d ｜ wk ｜ mo ｜ a - 單位時間 （unit of time，UCUM）","持續時間的單位，以UCUM為單位。","","","","","","","","","",,"required","時間的單位（單位來自UCUM）；應填入UnitsOfTime代碼表中的其中一個代碼","http://hl7.org/fhir/ValueSet/units-of-time|4.0.1","",,,,"Timing.repeat.periodUnit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.dayOfWeek","MedicationDispense.dosageInstruction.timing.repeat.dayOfWeek","","","",0,*,"","","Y","code {[]} {[]}
","mon ｜ tue ｜ wed ｜ thu ｜ fri ｜ sat ｜ sun","如果提供的資訊為一星期中的一天或多天，那麼此活動只發生在這特定的幾天。","如果沒有指定天數，則假定該活動每天都會發生，否則就會指定。資料項目frequency和period不能與dayOfWeek同時使用。","","","","","","","","",,"required","應填入DaysOfWeek代碼表中的其中一個代碼","http://hl7.org/fhir/ValueSet/days-of-week|4.0.1","",,,,"Timing.repeat.dayOfWeek",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.timeOfDay","MedicationDispense.dosageInstruction.timing.repeat.timeOfDay","","","",0,*,"","","Y","time {[]} {[]}
","一天中的活動時間","具體說明一天中活動進行的時間","當指定了一天中的時間時，就會推斷出該活動每天都會在指定的時間發生（由dayofWeek篩選）。資料項目when、frequency和period不能和timeOfDay一起使用。","","","","","","","","",,,,,"",,,,"Timing.repeat.timeOfDay",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.when","MedicationDispense.dosageInstruction.timing.repeat.when","","","",0,*,"","","Y","code {[]} {[]}
","事件發生的時間區間之代碼","一天中的一個大致時段，可能與日常生活中的某一事件有關，表明該活動應在何時發生。","當一個以上的事件被列出，則此事件被綁定至合併的數個特定事件。","時間經常由特定事件的發生所決定，例如：起床、吃飯和睡覺。","","","","","","","",,"required","與時程表有關的真實世界事件；應填入EventTiming代碼表中的其中一個代碼","http://hl7.org/fhir/ValueSet/event-timing|4.0.1","",,,,"Timing.repeat.when",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationDispense-tw-ContinuousPrescription","MedicationDispense.dosageInstruction.timing.repeat.offset","MedicationDispense.dosageInstruction.timing.repeat.offset","","","",0,1,"","","Y","unsignedInt {[]} {[]}
","事件的分鐘數（之前或之後）","距離特定事件發生的分鐘數。如果事件代碼沒有表明該分鐘是在事件之前還是之後，則假定該offset是指特定事件發生後的分鐘數。","","","","","","","","","",,,,,"",,,,"Timing.repeat.offset",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
